Unnamed: 0,Gene,Paralog,Perc_ID,ko_length,paralog_length,dataset
702,Cdk8,Cdk7,35.2601,71644.0,28308.0,GSE145653-2-paralogs.csv
703,Cdk8,Cdk9,31.7204,71644.0,7292.0,GSE145653-2-paralogs.csv
704,Cdk8,Cdk18,27.051,71644.0,27447.0,GSE145653-2-paralogs.csv
705,Cdk8,Prpf4b,8.73883,71644.0,30762.0,GSE145653-2-paralogs.csv
706,Cdk8,Cdk2,34.9711,71644.0,7092.0,GSE145653-2-paralogs.csv
707,Cdk8,Cdk5,41.7808,71644.0,5289.0,GSE145653-2-paralogs.csv
708,Cdk8,Cdk10,33.6111,71644.0,7408.0,GSE145653-2-paralogs.csv
709,L3mbtl3,Phc2,8.94118,101601.0,98179.0,GSE145653-2-paralogs.csv
710,L3mbtl3,Samd7,10.1124,101601.0,20881.0,GSE145653-2-paralogs.csv
711,L3mbtl3,Phc1,7.72277,101601.0,22830.0,GSE145653-2-paralogs.csv
712,L3mbtl3,Sfmbt1,16.686,101601.0,107872.0,GSE145653-2-paralogs.csv
713,L3mbtl3,L3mbtl4,46.732,101601.0,506289.0,GSE145653-2-paralogs.csv
714,L3mbtl3,Phc3,7.95107,101601.0,70044.0,GSE145653-2-paralogs.csv
715,L3mbtl3,Scml2,11.9711,101601.0,175688.0,GSE145653-2-paralogs.csv
716,L3mbtl3,Scmh1,19.83,101601.0,124905.0,GSE145653-2-paralogs.csv
717,L3mbtl3,Scml4,13.2353,101601.0,100410.0,GSE145653-2-paralogs.csv
718,L3mbtl3,Samd11,8.69565,101601.0,9294.0,GSE145653-2-paralogs.csv
719,L3mbtl3,Mbtd1,22.3455,101601.0,61133.0,GSE145653-2-paralogs.csv
720,L3mbtl3,L3mbtl2,21.1096,101601.0,24426.0,GSE145653-2-paralogs.csv
721,L3mbtl3,L3mbtl1,38.6199,101601.0,31050.0,GSE145653-2-paralogs.csv
722,L3mbtl3,Samd1,11.1753,101601.0,2908.0,GSE145653-2-paralogs.csv
723,L3mbtl3,Samd13,26.4706,101601.0,40397.0,GSE145653-2-paralogs.csv
724,L3mbtl3,Sfmbt2,16.1026,101601.0,224743.0,GSE145653-2-paralogs.csv
725,Myo10,Myo19,27.9335,191148.0,31078.0,GSE145653-2-paralogs.csv
726,Myo10,Myo7a,21.7156,191148.0,68464.0,GSE145653-2-paralogs.csv
727,Myo10,Myo1b,28.4331,191148.0,166306.0,GSE145653-2-paralogs.csv
728,Myo10,Tmf1,17.5069,191148.0,26125.0,GSE145653-2-paralogs.csv
729,Myo10,Myh8,25.4001,191148.0,31510.0,GSE145653-2-paralogs.csv
730,Myo10,Ccdc158,17.5834,191148.0,67317.0,GSE145653-2-paralogs.csv
731,Myo10,Myo3a,20.2961,191148.0,275950.0,GSE145653-2-paralogs.csv
732,Myo10,Myo1d,29.7217,191148.0,297899.0,GSE145653-2-paralogs.csv
733,Myo10,Myh7b,24.678,191148.0,23095.0,GSE145653-2-paralogs.csv
734,Myo10,Myo1g,29.8828,191148.0,14417.0,GSE145653-2-paralogs.csv
735,Myo10,Myh11,22.2335,191148.0,96837.0,GSE145653-2-paralogs.csv
736,Myo10,Myh3,25.2577,191148.0,23991.0,GSE145653-2-paralogs.csv
737,Myo10,Myh1,25.2832,191148.0,24523.0,GSE145653-2-paralogs.csv
738,Myo10,Myh2,25.4377,191148.0,26490.0,GSE145653-2-paralogs.csv
739,Myo10,Myo1h,31.0212,191148.0,76191.0,GSE145653-2-paralogs.csv
740,Myo10,Myo15a,12.1333,191148.0,59030.0,GSE145653-2-paralogs.csv
741,Myo10,Myo1c,30.5738,191148.0,23406.0,GSE145653-2-paralogs.csv
742,Myo10,Myh6,25.6966,191148.0,25006.0,GSE145653-2-paralogs.csv
743,Myo10,Myo16,15.2684,191148.0,480831.0,GSE145653-2-paralogs.csv
744,Myo10,Myo3b,22.6557,191148.0,390072.0,GSE145653-2-paralogs.csv
745,Myo10,Myh9,22.398,191148.0,81588.0,GSE145653-2-paralogs.csv
746,Myo10,Myh13,25.5418,191148.0,49928.0,GSE145653-2-paralogs.csv
747,Myo10,Myo1a,30.1055,191148.0,15770.0,GSE145653-2-paralogs.csv
748,Myo10,Myo1e,29.9006,191148.0,192416.0,GSE145653-2-paralogs.csv
749,Myo10,Myo7b,21.9593,191148.0,77727.0,GSE145653-2-paralogs.csv
750,Myo10,Myh4,25.3739,191148.0,22417.0,GSE145653-2-paralogs.csv
751,Myo10,Cgnl1,14.0324,191148.0,145093.0,GSE145653-2-paralogs.csv
752,Myo10,Cgn,17.5336,191148.0,26450.0,GSE145653-2-paralogs.csv
753,Myo10,Myo18a,14.8344,191148.0,102734.0,GSE145653-2-paralogs.csv
754,Myo10,Myo1f,29.6903,191148.0,52057.0,GSE145653-2-paralogs.csv
755,Myo10,Myh10,22.156,191148.0,125073.0,GSE145653-2-paralogs.csv
756,Myo10,Myh14,20.6099,191148.0,65040.0,GSE145653-2-paralogs.csv
757,Myo10,Myh15,21.8182,191148.0,141618.0,GSE145653-2-paralogs.csv
758,Myo10,Ccdc102a,25.6831,191148.0,15229.0,GSE145653-2-paralogs.csv
759,Myo10,Myo9a,15.7355,191148.0,177970.0,GSE145653-2-paralogs.csv
760,Myo10,Myh7,25.7364,191148.0,23942.0,GSE145653-2-paralogs.csv
761,Myo10,Myo5a,21.4016,191148.0,152673.0,GSE145653-2-paralogs.csv
762,Myo10,Myo5b,21.3666,191148.0,330557.0,GSE145653-2-paralogs.csv
763,Myo10,Myo9b,17.8571,191148.0,87999.0,GSE145653-2-paralogs.csv
764,Myo10,Myo5c,21.6992,191148.0,73431.0,GSE145653-2-paralogs.csv
765,Myo10,Myo18b,12.6296,191148.0,207486.0,GSE145653-2-paralogs.csv
766,Myo10,Myo6,24.1886,191148.0,146698.0,GSE145653-2-paralogs.csv
767,Apc,Apc2,39.036,101628.0,22286.0,GSE145653-2-paralogs.csv
768,Jmjd1c,Hr,25.5987,160201.0,21336.0,GSE145653-2-paralogs.csv
769,Jmjd1c,Kdm3b,35.0738,160201.0,61613.0,GSE145653-2-paralogs.csv
770,Jmjd1c,Kdm3a,36.8103,160201.0,44018.0,GSE145653-2-paralogs.csv
771,Zfp423,Zfp462,10.1403,297785.0,138515.0,GSE145653-2-paralogs.csv
772,Zfp423,Zbtb39,14.7472,297785.0,7811.0,GSE145653-2-paralogs.csv
773,Zfp423,Zfp786,16.3449,297785.0,11601.0,GSE145653-2-paralogs.csv
774,Zfp423,Zfp445,13.1846,297785.0,21477.0,GSE145653-2-paralogs.csv
775,Zfp423,Zfp521,62.7002,297785.0,285774.0,GSE145653-2-paralogs.csv
776,Zfp423,Zfp597,18.1384,297785.0,26240.0,GSE145653-2-paralogs.csv
777,Sulf1,Galns,21.7308,168915.0,33221.0,GSE145653-2-paralogs.csv
778,Sulf1,Gns,39.7059,168915.0,32159.0,GSE145653-2-paralogs.csv
779,Sulf1,Sgsh,18.5259,168915.0,12111.0,GSE145653-2-paralogs.csv
780,Sulf1,Ids,18.1159,168915.0,22015.0,GSE145653-2-paralogs.csv
781,Sulf1,Arsg,18.4762,168915.0,99956.0,GSE145653-2-paralogs.csv
782,Sulf1,Arsi,17.801,168915.0,6781.0,GSE145653-2-paralogs.csv
783,Sulf1,Arsa,20.1581,168915.0,4949.0,GSE145653-2-paralogs.csv
784,Sulf1,Arsb,20.0375,168915.0,171386.0,GSE145653-2-paralogs.csv
785,Sulf1,Arsk,17.8058,168915.0,38238.0,GSE145653-2-paralogs.csv
786,Sulf1,Sulf2,62.7429,168915.0,82574.0,GSE145653-2-paralogs.csv
787,Sulf1,Arsj,18.2274,168915.0,76691.0,GSE145653-2-paralogs.csv
788,Nmt1,Nmt2,69.1871,40722.0,44665.0,GSE145653-2-paralogs.csv
789,Raf1,Ripk1,11.4329,58568.0,34784.0,GSE145653-2-paralogs.csv
790,Raf1,Ksr2,14.7213,58568.0,361032.0,GSE145653-2-paralogs.csv
791,Raf1,Ripk3,16.2551,58568.0,3870.0,GSE145653-2-paralogs.csv
792,Raf1,Map3k9,10.7273,58568.0,60165.0,GSE145653-2-paralogs.csv
793,Raf1,Ripk2,13.1725,58568.0,40914.0,GSE145653-2-paralogs.csv
794,Raf1,Map3k12,11.9369,58568.0,19418.0,GSE145653-2-paralogs.csv
795,Raf1,Tnni3k,15.2278,58568.0,269116.0,GSE145653-2-paralogs.csv
796,Raf1,Tesk1,14.8325,58568.0,6125.0,GSE145653-2-paralogs.csv
797,Raf1,Map3k11,13.5294,58568.0,14123.0,GSE145653-2-paralogs.csv
798,Raf1,Map3k13,10.219,58568.0,139093.0,GSE145653-2-paralogs.csv
799,Raf1,Map3k20,10.3491,58568.0,156973.0,GSE145653-2-paralogs.csv
800,Raf1,Araf,61.755,58568.0,62705.0,GSE145653-2-paralogs.csv
801,Raf1,Mos,18.3673,58568.0,1448.0,GSE145653-2-paralogs.csv
802,Raf1,Mlkl,14.4068,58568.0,26380.0,GSE145653-2-paralogs.csv
803,Raf1,Limk1,17.9289,58568.0,32559.0,GSE145653-2-paralogs.csv
804,Raf1,Ksr1,15.4639,58568.0,132967.0,GSE145653-2-paralogs.csv
805,Raf1,Map3k10,11.9958,58568.0,18223.0,GSE145653-2-paralogs.csv
806,Raf1,Braf,45.7711,58568.0,122226.0,GSE145653-2-paralogs.csv
807,Raf1,Map3k21,11.2774,58568.0,36990.0,GSE145653-2-paralogs.csv
808,Raf1,Ilk,20.1327,58568.0,6333.0,GSE145653-2-paralogs.csv
809,Raf1,Tesk2,15.0877,58568.0,85008.0,GSE145653-2-paralogs.csv
810,Raf1,Limk2,17.7116,58568.0,64933.0,GSE145653-2-paralogs.csv
811,Raf1,Lrrk2,6.33162,58568.0,142945.0,GSE145653-2-paralogs.csv
812,Trim71,Trim46,11.8577,57236.0,12132.0,GSE145653-2-paralogs.csv
813,Trim71,Trim68,14.6392,57236.0,9745.0,GSE145653-2-paralogs.csv
814,Trim71,Trim56,10.4905,57236.0,10565.0,GSE145653-2-paralogs.csv
815,Trim71,Trim16,11.8705,57236.0,30577.0,GSE145653-2-paralogs.csv
816,Trim71,Trim32,10.687,57236.0,11252.0,GSE145653-2-paralogs.csv
817,Trim71,Trim21,16.4502,57236.0,7565.0,GSE145653-2-paralogs.csv
818,Trim71,Trim13,14.4963,57236.0,7699.0,GSE145653-2-paralogs.csv
819,Trim71,Trim11,16.9772,57236.0,13365.0,GSE145653-2-paralogs.csv
820,Trim71,Trim61,13.449,57236.0,5536.0,GSE145653-2-paralogs.csv
821,Trim71,Trim60,12.8755,57236.0,19277.0,GSE145653-2-paralogs.csv
822,Trim71,Trim7,15.6863,57236.0,26069.0,GSE145653-2-paralogs.csv
823,Trim71,Trim34a,14.0206,57236.0,17777.0,GSE145653-2-paralogs.csv
824,Trim71,Trim34b,14.0206,57236.0,7438.0,GSE145653-2-paralogs.csv
825,Trim71,Trim58,16.701,57236.0,11939.0,GSE145653-2-paralogs.csv
826,Trim71,Trim80,9.61539,57236.0,7725.0,GSE145653-2-paralogs.csv
827,Trim71,Trim10,16.5644,57236.0,8259.0,GSE145653-2-paralogs.csv
828,Trim71,Trim62,17.0526,57236.0,27748.0,GSE145653-2-paralogs.csv
829,Trim71,Rnf135,12.7098,57236.0,15906.0,GSE145653-2-paralogs.csv
830,Trim71,Trim55,11.7431,57236.0,47947.0,GSE145653-2-paralogs.csv
831,Trim71,Trim54,16.9399,57236.0,20918.0,GSE145653-2-paralogs.csv
832,Trim71,Trim39,15.7258,57236.0,13374.0,GSE145653-2-paralogs.csv
833,Trim71,Trim29,9.19932,57236.0,25267.0,GSE145653-2-paralogs.csv
834,Trim71,Trim43b,14.1573,57236.0,8211.0,GSE145653-2-paralogs.csv
835,Trim71,Trim43a,14.382,57236.0,7928.0,GSE145653-2-paralogs.csv
836,Trim71,Trim43c,14.3498,57236.0,9026.0,GSE145653-2-paralogs.csv
837,Trim71,Mefv,2.59901,57236.0,10879.0,GSE145653-2-paralogs.csv
838,Trim71,Trim35,15.1163,57236.0,14393.0,GSE145653-2-paralogs.csv
839,Trim71,Trim17,16.9811,57236.0,18413.0,GSE145653-2-paralogs.csv
840,Trim71,Pml,7.11864,57236.0,31710.0,GSE145653-2-paralogs.csv
841,Trim71,Triml1,13.8298,57236.0,11679.0,GSE145653-2-paralogs.csv
842,Trim71,Trim69,16.2,57236.0,18327.0,GSE145653-2-paralogs.csv
843,Trim71,Trim25,11.041,57236.0,20917.0,GSE145653-2-paralogs.csv
844,Trim71,Trim44,9.56522,57236.0,107709.0,GSE145653-2-paralogs.csv
845,Trim71,Trim38,15.9236,57236.0,21615.0,GSE145653-2-paralogs.csv
846,Trim71,Trim9,7.34394,57236.0,103081.0,GSE145653-2-paralogs.csv
847,Trim71,Trim67,7.16146,57236.0,41621.0,GSE145653-2-paralogs.csv
848,Trim71,Bspry,11.9342,57236.0,17245.0,GSE145653-2-paralogs.csv
849,Trim71,Mid2,8.25175,57236.0,103116.0,GSE145653-2-paralogs.csv
850,Trim71,Trim40,16.2602,57236.0,8525.0,GSE145653-2-paralogs.csv
851,Trim71,Trim42,8.02213,57236.0,20396.0,GSE145653-2-paralogs.csv
852,Trim71,Trim12a,13.8047,57236.0,15572.0,GSE145653-2-paralogs.csv
853,Trim71,Trim5,12.0724,57236.0,24708.0,GSE145653-2-paralogs.csv
854,Trim71,Trim12c,12.0724,57236.0,14608.0,GSE145653-2-paralogs.csv
855,Trim71,Trim30a,11.8952,57236.0,56168.0,GSE145653-2-paralogs.csv
856,Trim71,Trim30d,11.8712,57236.0,37835.0,GSE145653-2-paralogs.csv
857,Trim71,Trim30c,12.0858,57236.0,18772.0,GSE145653-2-paralogs.csv
858,Trim71,Trim30b,17.2414,57236.0,14502.0,GSE145653-2-paralogs.csv
859,Trim71,Trim15,13.0137,57236.0,6519.0,GSE145653-2-paralogs.csv
860,Trim71,Trim37,8.53278,57236.0,93606.0,GSE145653-2-paralogs.csv
861,Trim71,Trim24,6.85062,57236.0,95485.0,GSE145653-2-paralogs.csv
862,Trim71,Trim8,10.1633,57236.0,15146.0,GSE145653-2-paralogs.csv
863,Trim71,Trim45,9.64333,57236.0,14718.0,GSE145653-2-paralogs.csv
864,Trim71,Trim47,12.6168,57236.0,21458.0,GSE145653-2-paralogs.csv
865,Trim71,Trim2,32.3377,57236.0,146438.0,GSE145653-2-paralogs.csv
866,Trim71,Trim26,13.211,57236.0,22264.0,GSE145653-2-paralogs.csv
867,Trim71,Trim28,7.67386,57236.0,31921.0,GSE145653-2-paralogs.csv
868,Trim71,Trim63,18.0282,57236.0,14509.0,GSE145653-2-paralogs.csv
869,Trim71,Trim36,11.2483,57236.0,47307.0,GSE145653-2-paralogs.csv
870,Trim71,Trim31,11.8343,57236.0,12096.0,GSE145653-2-paralogs.csv
871,Trim71,Trim14,13.1818,57236.0,42360.0,GSE145653-2-paralogs.csv
872,Trim71,Trim27,15.9844,57236.0,15279.0,GSE145653-2-paralogs.csv
873,Trim71,Trim75,14.7752,57236.0,6947.0,GSE145653-2-paralogs.csv
874,Trim71,Triml2,15.3302,57236.0,13340.0,GSE145653-2-paralogs.csv
875,Trim71,Trim66,4.09226,57236.0,59128.0,GSE145653-2-paralogs.csv
876,Trim71,Trim50,14.2562,57236.0,14710.0,GSE145653-2-paralogs.csv
877,Trim71,Trim3,34.4086,57236.0,29108.0,GSE145653-2-paralogs.csv
878,Trim71,Mid1,8.52941,57236.0,320537.0,GSE145653-2-paralogs.csv
879,Trim71,Rnf39,17.6136,57236.0,5068.0,GSE145653-2-paralogs.csv
880,Trim71,Trim6,13.7295,57236.0,16359.0,GSE145653-2-paralogs.csv
881,Trim71,Trim33,6.40351,57236.0,79482.0,GSE145653-2-paralogs.csv
882,Trim71,Trim52,7.29614,57236.0,29661.0,GSE145653-2-paralogs.csv
883,Trim71,Trim41,12.381,57236.0,10949.0,GSE145653-2-paralogs.csv
884,Trim71,Trim65,18.5824,57236.0,9282.0,GSE145653-2-paralogs.csv
885,Trim71,Trim72,14.8847,57236.0,7084.0,GSE145653-2-paralogs.csv
886,Usp9x,Usp9y,83.1768,101830.0,160821.0,GSE145653-2-paralogs.csv
887,Usp9x,Usp8,16.3153,101830.0,51969.0,GSE145653-2-paralogs.csv
888,Usp9x,Usp51,18.7595,101830.0,2947.0,GSE145653-2-paralogs.csv
889,Usp9x,Usp1,11.9898,101830.0,11733.0,GSE145653-2-paralogs.csv
890,Usp9x,Usp22,21.1429,101830.0,23270.0,GSE145653-2-paralogs.csv
891,Usp9x,Usp16,13.9394,101830.0,28814.0,GSE145653-2-paralogs.csv
892,Usp9x,Usp5,7.57576,101830.0,14465.0,GSE145653-2-paralogs.csv
893,Usp9x,Usp32,11.3466,101830.0,155719.0,GSE145653-2-paralogs.csv
894,Usp9x,Usp2,20.0323,101830.0,28606.0,GSE145653-2-paralogs.csv
895,Usp9x,Usp45,13.1611,101830.0,70716.0,GSE145653-2-paralogs.csv
896,Usp9x,Usp19,12.518,101830.0,11735.0,GSE145653-2-paralogs.csv
897,Usp9x,Usp34,6.44087,101830.0,183665.0,GSE145653-2-paralogs.csv
898,Usp9x,Usp7,11.1986,101830.0,102713.0,GSE145653-2-paralogs.csv
899,Usp9x,Usp48,12.1673,101830.0,64782.0,GSE145653-2-paralogs.csv
900,Usp9x,Usp11,14.9837,101830.0,16633.0,GSE145653-2-paralogs.csv
901,Usp9x,Usp40,14.8178,101830.0,63432.0,GSE145653-2-paralogs.csv
902,Usp9x,Usp27x,21.6895,101830.0,4556.0,GSE145653-2-paralogs.csv
903,Usp9x,Usp21,17.4912,101830.0,6045.0,GSE145653-2-paralogs.csv
904,Usp9x,Usp33,15.4015,101830.0,47139.0,GSE145653-2-paralogs.csv
905,Usp9x,Usp28,11.2274,101830.0,57142.0,GSE145653-2-paralogs.csv
906,Usp9x,Usp49,18.1022,101830.0,56048.0,GSE145653-2-paralogs.csv
907,Usp9x,Usp4,16.0083,101830.0,44692.0,GSE145653-2-paralogs.csv
908,Usp9x,Usp35,15.9564,101830.0,22640.0,GSE145653-2-paralogs.csv
909,Usp9x,Usp17ld,17.9817,101830.0,2768.0,GSE145653-2-paralogs.csv
910,Usp9x,Usp17lc,17.7982,101830.0,4808.0,GSE145653-2-paralogs.csv
911,Usp9x,Usp17le,17.5277,101830.0,9421.0,GSE145653-2-paralogs.csv
912,Usp9x,Usp17la,17.6806,101830.0,5658.0,GSE145653-2-paralogs.csv
913,Usp9x,Usp17lb,19.2308,101830.0,2346.0,GSE145653-2-paralogs.csv
914,Usp9x,Usp44,18.5654,101830.0,26533.0,GSE145653-2-paralogs.csv
915,Usp9x,Usp43,11.8375,101830.0,67630.0,GSE145653-2-paralogs.csv
916,Usp9x,Usp24,10.5042,101830.0,125109.0,GSE145653-2-paralogs.csv
917,Usp9x,Usp37,11.6445,101830.0,108773.0,GSE145653-2-paralogs.csv
918,Usp9x,Usp14,18.8641,101830.0,52053.0,GSE145653-2-paralogs.csv
919,Usp9x,Usp47,17.3692,101830.0,88157.0,GSE145653-2-paralogs.csv
920,Usp9x,Usp50,22.3077,101830.0,74374.0,GSE145653-2-paralogs.csv
921,Usp9x,Usp31,11.0119,101830.0,65232.0,GSE145653-2-paralogs.csv
922,Usp9x,Usp13,6.99301,101830.0,120525.0,GSE145653-2-paralogs.csv
923,Usp9x,Usp38,15.2591,101830.0,34195.0,GSE145653-2-paralogs.csv
924,Usp9x,Usp42,11.1027,101830.0,21955.0,GSE145653-2-paralogs.csv
925,Usp9x,Usp15,15.6983,101830.0,91989.0,GSE145653-2-paralogs.csv
926,Usp9x,Usp29,10.5869,101830.0,236641.0,GSE145653-2-paralogs.csv
927,Usp9x,Usp26,11.6168,101830.0,47274.0,GSE145653-2-paralogs.csv
928,Usp9x,Usp10,16.3934,101830.0,47200.0,GSE145653-2-paralogs.csv
929,Usp9x,Usp3,20.1923,101830.0,78505.0,GSE145653-2-paralogs.csv
930,Usp9x,Usp30,17.795,101830.0,59259.0,GSE145653-2-paralogs.csv
931,Usp9x,Usp36,13.1148,101830.0,30593.0,GSE145653-2-paralogs.csv
932,Usp9x,Usp20,14.738,101830.0,41307.0,GSE145653-2-paralogs.csv
933,Usp9x,Usp18,22.5543,101830.0,25011.0,GSE145653-2-paralogs.csv
934,Usp9x,Usp25,10.7556,101830.0,103074.0,GSE145653-2-paralogs.csv
935,Zfp281,Patz1,12.8093,5152.0,20209.0,GSE145653-2-paralogs.csv
936,Zfp281,Maz,15.0101,5152.0,4907.0,GSE145653-2-paralogs.csv
937,Zfp281,Zbtb45,9.61539,5152.0,6136.0,GSE145653-2-paralogs.csv
938,Zfp281,Zfp143,12.2257,5152.0,34177.0,GSE145653-2-paralogs.csv
939,Zfp281,Prdm14,9.98217,5152.0,13706.0,GSE145653-2-paralogs.csv
940,Zfp281,Snai1,15.5303,5152.0,4619.0,GSE145653-2-paralogs.csv
941,Zfp281,Zbtb1,7.15287,5152.0,26684.0,GSE145653-2-paralogs.csv
942,Zfp281,Zbtb20,7.01754,5152.0,766721.0,GSE145653-2-paralogs.csv
943,Zfp281,Prdm6,8.72483,5152.0,112324.0,GSE145653-2-paralogs.csv
944,Zfp281,Prdm1,8.8785,5152.0,91324.0,GSE145653-2-paralogs.csv
945,Zfp281,Zbtb18,9.03955,5152.0,8413.0,GSE145653-2-paralogs.csv
946,Zfp281,Zfp296,11.6854,5152.0,3369.0,GSE145653-2-paralogs.csv
947,Zfp281,Zfp653,9.47031,5152.0,15965.0,GSE145653-2-paralogs.csv
948,Zfp281,Zbtb32,8.3871,5152.0,9228.0,GSE145653-2-paralogs.csv
949,Zfp281,Mtf1,13.7778,5152.0,47696.0,GSE145653-2-paralogs.csv
950,Zfp281,Hic1,9.82265,5152.0,4954.0,GSE145653-2-paralogs.csv
951,Zfp281,Zfp91,9.61539,5152.0,29106.0,GSE145653-2-paralogs.csv
952,Zfp281,Snai3,15.331,5152.0,6525.0,GSE145653-2-paralogs.csv
953,Zfp281,Snai2,16.3569,5152.0,3533.0,GSE145653-2-paralogs.csv
954,Zfp281,Zfp692,10.5461,5152.0,7558.0,GSE145653-2-paralogs.csv
955,Zfp281,Zfp683,12.2271,5152.0,5158.0,GSE145653-2-paralogs.csv
956,Zfp281,Zfp451,6.72348,5152.0,53050.0,GSE145653-2-paralogs.csv
957,Zfp281,Zfp575,22.5941,5152.0,3803.0,GSE145653-2-paralogs.csv
958,Zfp281,Scrt1,11.7816,5152.0,6296.0,GSE145653-2-paralogs.csv
959,Zfp281,Scrt2,11.8971,5152.0,14273.0,GSE145653-2-paralogs.csv
960,Zfp281,Zbtb42,11.6667,5152.0,3919.0,GSE145653-2-paralogs.csv
961,Zfp281,Zfp362,14.5933,5152.0,32957.0,GSE145653-2-paralogs.csv
962,Zfp281,Zfp148,33.2494,5152.0,123527.0,GSE145653-2-paralogs.csv
963,Zfp281,Zfp276,10.9121,5152.0,15550.0,GSE145653-2-paralogs.csv
964,Zfp281,Zbtb16,10.5498,5152.0,181925.0,GSE145653-2-paralogs.csv
965,Zfp281,Vezf1,16.0232,5152.0,16450.0,GSE145653-2-paralogs.csv
966,Zfp281,Hic2,10.0162,5152.0,29858.0,GSE145653-2-paralogs.csv
967,Zfp281,Zfp384,10.9589,5152.0,28725.0,GSE145653-2-paralogs.csv
968,Zfp281,Zbtb7c,10.3393,5152.0,328386.0,GSE145653-2-paralogs.csv
969,Zfp281,Prdm10,8.19113,5152.0,101185.0,GSE145653-2-paralogs.csv
970,Zfp281,Zfp410,12.9707,5152.0,26871.0,GSE145653-2-paralogs.csv
971,Zfp281,Zfp523,13.3803,5152.0,28757.0,GSE145653-2-paralogs.csv
972,Aff3,Aff2,35.9277,487629.0,507743.0,GSE145653-2-paralogs.csv
973,Aff3,Aff4,34.9138,487629.0,70997.0,GSE145653-2-paralogs.csv
974,Aff3,Aff1,29.4454,487629.0,162948.0,GSE145653-2-paralogs.csv
975,Nmnat2,Nmnat1,35.7895,164263.0,17630.0,GSE145653-2-paralogs.csv
976,Nmnat2,Nmnat3,44.0816,164263.0,133003.0,GSE145653-2-paralogs.csv
977,Jarid2,Kdm5d,13.4367,192169.0,58998.0,GSE145653-2-paralogs.csv
978,Jarid2,Kdm5c,13.6422,192169.0,41515.0,GSE145653-2-paralogs.csv
979,Jarid2,Kdm5b,13.0829,192169.0,75114.0,GSE145653-2-paralogs.csv
980,Jarid2,Kdm4d,19.4118,192169.0,37934.0,GSE145653-2-paralogs.csv
981,Jarid2,Kdm5a,12.1302,192169.0,80450.0,GSE145653-2-paralogs.csv
982,Jarid2,Kdm4c,9.67742,192169.0,163363.0,GSE145653-2-paralogs.csv
983,Jarid2,Kdm4b,9.48435,192169.0,76808.0,GSE145653-2-paralogs.csv
984,Jarid2,Kdm4a,9.30451,192169.0,43086.0,GSE145653-2-paralogs.csv
0,UGP2,UAP1L1,19.3294,50610.0,7022.0,GSE137129-2-paralogs.csv
1,UGP2,UAP1,20.6897,50610.0,39518.0,GSE137129-2-paralogs.csv
0,Furin,TPP2,8.95404,14976.0,83000.0,GSE130969-2-paralogs.csv
1,Furin,PCSK5,20.5617,14976.0,472331.0,GSE130969-2-paralogs.csv
2,Furin,MBTPS1,9.79087,14976.0,63181.0,GSE130969-2-paralogs.csv
3,Furin,PCSK4,52.1854,14976.0,9324.0,GSE130969-2-paralogs.csv
4,Furin,PCSK2,45.1411,14976.0,258471.0,GSE130969-2-paralogs.csv
5,Furin,PCSK9,14.8844,14976.0,25405.0,GSE130969-2-paralogs.csv
6,Furin,PCSK6,37.5645,14976.0,235418.0,GSE130969-2-paralogs.csv
7,Furin,PCSK1,42.2311,14976.0,43810.0,GSE130969-2-paralogs.csv
8,Furin,PCSK7,33.121,14976.0,28188.0,GSE130969-2-paralogs.csv
0,TP53,TP73,26.4151,25759.0,83685.0,GSE138258-paralogs.csv
1,TP53,TP63,22.6471,25759.0,265887.0,GSE138258-paralogs.csv
0,TLR4,TLR7,18.3985,20560.0,23289.0,GSE161466-1-paralogs.csv
1,TLR4,VASN,15.899,20560.0,11690.0,GSE161466-1-paralogs.csv
2,TLR4,IGFALS,21.3223,20560.0,4558.0,GSE161466-1-paralogs.csv
3,TLR4,LRRC17,17.2336,20560.0,32111.0,GSE161466-1-paralogs.csv
4,TLR4,TLR8,18.5399,20560.0,16549.0,GSE161466-1-paralogs.csv
5,TLR4,LRRC3,18.2879,20560.0,6686.0,GSE161466-1-paralogs.csv
6,TLR4,LRRC3C,21.4545,20560.0,17267.0,GSE161466-1-paralogs.csv
7,TLR4,LRRC3B,17.3745,20560.0,94765.0,GSE161466-1-paralogs.csv
8,TLR4,NRROS,17.9191,20560.0,22310.0,GSE161466-1-paralogs.csv
9,TLR4,TLR10,20.2219,20560.0,10752.0,GSE161466-1-paralogs.csv
10,TLR4,TLR3,19.5796,20560.0,19162.0,GSE161466-1-paralogs.csv
11,TLR4,TLR5,20.3963,20560.0,33844.0,GSE161466-1-paralogs.csv
12,TLR4,TSKU,21.2465,20560.0,15902.0,GSE161466-1-paralogs.csv
13,TLR4,RXFP2,13.5279,20560.0,63863.0,GSE161466-1-paralogs.csv
14,TLR4,TLR2,24.1071,20560.0,22190.0,GSE161466-1-paralogs.csv
15,TLR4,LRRC32,20.0906,20560.0,13223.0,GSE161466-1-paralogs.csv
16,TLR4,TLR1,19.7201,20560.0,66140.0,GSE161466-1-paralogs.csv
17,TLR4,LRIT2,16.0,20560.0,4973.0,GSE161466-1-paralogs.csv
18,TLR4,RXFP1,14.7952,20560.0,338061.0,GSE161466-1-paralogs.csv
19,TLR4,LRRC53,6.09463,20560.0,43235.0,GSE161466-1-paralogs.csv
20,TLR4,TLR6,19.7236,20560.0,33920.0,GSE161466-1-paralogs.csv
